loan_id,origination_month,original_balance,interest_rate,loan_term_months,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage_year
LN0007235,2019-08,113000,2.99,180,660-699,<=60,44-50,ND,Purchase,Primary,Co-op,ServicerA,2019
LN0007236,2022-04,165000,3.625,360,700-739,91-95,29-36,NE,Purchase,Primary,Single Family,ServicerA,2022
LN0007237,2018-03,145000,5.375,180,740-779,61-70,>50,HI,Cash-Out Refinance,Primary,PUD,ServicerB,2018
LN0007238,2021-10,154000,4.875,360,780+,61-70,37-43,NH,Cash-Out Refinance,Primary,Co-op,ServicerE,2021
LN0007239,2021-09,75000,2.75,360,740-779,<=60,29-36,NH,Refinance,Primary,Co-op,ServicerD,2021
LN0007240,2022-04,25000,3.0,360,700-739,<=60,29-36,SD,Purchase,Secondary,Multi-Family,ServicerD,2022
LN0007241,2018-08,203000,4.125,360,740-779,,<=28,,Refinance,Primary,Single Family,ServicerE,2018
LN0007242,2020-07,172000,6.125,240,780+,96-100,29-36,NM,Refinance,Primary,Single Family,ServicerA,2020
LN0007243,2020-12,240000,2.125,360,620-659,<=60,29-36,RI,Refinance,Primary,Single Family,ServicerD,2020
LN0007244,2020-03,171000,4.125,360,700-739,<=60,44-50,NH,Refinance,Primary,PUD,ServicerE,2020
LN0007245,2018-06,117000,3.375,360,660-699,71-80,44-50,NH,Purchase,Primary,Single Family,ServicerB,2018
LN0007246,2022-10,247000,2.625,360,<620,<=60,44-50,ID,Purchase,Primary,PUD,ServicerC,2022
LN0007247,2021-01,72000,6.625,180,,61-70,37-43,HI,Purchase,Primary,PUD,ServicerA,2021
LN0007248,2020-12,118000,6.375,120,780+,<=60,29-36,NM,Refinance,Primary,Condo,ServicerA,2020
LN0007249,2019-09,265000,3.5,180,620-659,<=60,29-36,WY,Refinance,Primary,Condo,ServicerE,2019
LN0007250,2021-09,91000,3.625,360,740-779,71-80,37-43,ID,Cash-Out Refinance,Primary,Condo,ServicerB,2021
LN0007251,2021-06,272000,2.875,360,780+,96-100,37-43,SD,Refinance,Primary,Single Family,ServicerB,2021
LN0007252,2019-06,194000,2.375,360,780+,96-100,44-50,NM,Purchase,Primary,Co-op,ServicerC,2019
LN0007253,2021-12,248000,3.25,360,660-699,96-100,37-43,ID,Cash-Out Refinance,Primary,Co-op,ServicerB,2021
LN0007254,2021-09,142000,5.25,360,780+,96-100,37-43,KS,Purchase,Primary,Condo,ServicerC,2021
LN0007255,2022-12,136000,2.99,240,660-699,<=60,>50,ID,Purchase,Primary,PUD,ServicerE,2022
LN0007256,2018-02,251000,5.875,360,700-739,91-95,37-43,VT,Purchase,Primary,Condo,ServicerD,2018
LN0007257,2021-12,196000,8.85,180,,96-100,<=28,ID,Refinance,Primary,Single Family,ServicerD,2021
LN0007258,2018-07,163000,2.875,360,<620,<=60,44-50,ID,Refinance,Primary,PUD,ServicerB,2018
LN0007259,2019-01,223000,6.125,360,740-779,96-100,>50,MS,Purchase,Primary,Condo,ServicerC,2019
LN0007260,2019-09,152000,4.0,360,700-739,96-100,37-43,VT,Refinance,Primary,Co-op,ServicerC,2019
LN0007261,2018-03,217000,2.75,360,660-699,71-80,44-50,WV,Refinance,Primary,Single Family,ServicerA,2018
LN0007262,2019-08,68000,2.75,360,620-659,91-95,>50,NM,Purchase,Primary,Co-op,ServicerB,2019
LN0007263,2018-01,122000,3.875,360,740-779,81-90,44-50,ID,Purchase,Primary,Multi-Family,ServicerD,2018
LN0007264,2021-08,187000,5.5,180,<620,61-70,44-50,DE,Other,Primary,Multi-Family,ServicerC,2021
LN0007265,2019-11,181000,7.5,360,740-779,96-100,>50,ID,Refinance,Primary,Co-op,ServicerC,2019
LN0007266,2022-08,165000,2.75,360,<620,81-90,37-43,AK,Purchase,Primary,Single Family,ServicerA,2022
LN0007267,2019-12,336000,3.625,360,620-659,61-70,29-36,,Refinance,Primary,Multi-Family,ServicerA,2019
LN0007268,2022-07,226000,2.875,360,700-739,61-70,44-50,WV,Cash-Out Refinance,Primary,PUD,ServicerD,2022
LN0007269,2021-01,125000,8.5,360,700-739,91-95,37-43,ID,Cash-Out Refinance,Primary,Multi-Family,ServicerA,2021
LN0007270,2020-02,336000,3.625,360,660-699,,<=28,MT,Refinance,Primary,Co-op,ServicerB,2020
LN0007271,2021-05,122000,3.625,180,660-699,61-70,29-36,NH,Purchase,Primary,Single Family,ServicerA,2021
LN0007272,2020-09,68000,2.99,360,780+,71-80,37-43,ID,Refinance,Primary,Single Family,ServicerA,2020
LN0007273,2020-10,152000,5.0,360,740-779,71-80,44-50,NE,Refinance,Primary,Condo,ServicerC,2020
LN0007274,2020-10,154000,3.74,360,<620,,37-43,ID,Purchase,Primary,Multi-Family,ServicerD,2020
LN0007275,2019-03,217000,3.875,360,700-739,<=60,37-43,NH,Purchase,Primary,Condo,ServicerE,2019
LN0007276,2020-09,90000,3.125,360,780+,96-100,37-43,NV,Cash-Out Refinance,Investment,Condo,ServicerE,2020
LN0007277,2019-10,300000,2.99,360,660-699,<=60,37-43,RI,Refinance,Primary,Co-op,ServicerD,2019
LN0007278,2020-09,89000,2.875,360,620-659,<=60,,AK,Refinance,Primary,Multi-Family,ServicerC,2020
LN0007279,2022-05,120000,3.74,360,740-779,96-100,29-36,MT,Refinance,Investment,PUD,ServicerB,2022
LN0007280,2021-08,109000,2.25,240,740-779,<=60,44-50,NM,Purchase,Primary,Condo,ServicerC,2021
LN0007281,2019-06,184000,3.25,360,700-739,71-80,44-50,VT,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2019
LN0007282,2019-03,243000,3.5,360,<620,81-90,44-50,NV,Purchase,Primary,Condo,ServicerE,2019
LN0007283,2022-12,425000,3.49,360,620-659,61-70,29-36,ID,Other,Investment,Condo,ServicerB,2022
LN0007284,2021-01,186000,4.75,360,740-779,96-100,29-36,NV,Purchase,Primary,Condo,ServicerD,2021
LN0007285,2020-07,136000,3.5,360,660-699,>100,37-43,HI,Purchase,Primary,PUD,ServicerA,2020
LN0007286,2019-03,240000,8.75,360,700-739,<=60,37-43,WY,Cash-Out Refinance,Primary,Co-op,ServicerA,2019
LN0007287,2021-02,264000,5.75,180,700-739,61-70,29-36,ID,Purchase,Secondary,Condo,ServicerC,2021
LN0007288,2018-05,116000,3.25,360,660-699,71-80,37-43,ID,Refinance,Primary,Co-op,ServicerE,2018
LN0007289,2019-04,214000,3.25,180,780+,71-80,37-43,ID,Refinance,Primary,Co-op,ServicerB,2019
LN0007290,2018-09,194000,3.75,360,780+,71-80,44-50,VT,Cash-Out Refinance,Primary,PUD,ServicerC,2018
LN0007291,2021-06,86000,6.0,360,740-779,<=60,37-43,NE,Refinance,Primary,PUD,ServicerC,2021
LN0007292,2018-01,331000,3.25,360,<620,61-70,,NH,Cash-Out Refinance,Primary,Multi-Family,ServicerE,2018
LN0007293,2022-08,169000,7.0,360,620-659,71-80,37-43,HI,Purchase,Primary,Multi-Family,ServicerB,2022
LN0007294,2022-03,161000,3.99,360,700-739,71-80,44-50,MT,Purchase,Primary,Condo,ServicerA,2022
LN0007295,2018-06,142000,2.99,360,620-659,61-70,29-36,NE,Purchase,Primary,PUD,ServicerC,2018
LN0007296,2022-04,198000,3.0,180,780+,96-100,37-43,MT,Cash-Out Refinance,Primary,PUD,ServicerD,2022
LN0007297,2020-11,59000,2.875,180,620-659,<=60,<=28,ID,Refinance,Primary,Condo,ServicerB,2020
LN0007298,2018-04,140000,3.99,360,700-739,61-70,44-50,WV,Refinance,Primary,Single Family,ServicerA,2018
LN0007299,2020-05,51000,6.25,360,660-699,91-95,37-43,ID,Refinance,Primary,Condo,ServicerC,2020
LN0007300,2021-10,119000,4.875,360,740-779,<=60,29-36,MT,Refinance,Primary,Condo,ServicerB,2021
LN0007301,2020-06,50000,2.5,360,620-659,<=60,37-43,NH,Purchase,Primary,Multi-Family,ServicerA,2020
LN0007302,2022-07,335000,3.0,180,700-739,96-100,44-50,ID,Purchase,Primary,Condo,ServicerA,2022
LN0007303,2020-09,198000,3.125,360,660-699,61-70,37-43,NV,Other,Primary,Co-op,ServicerE,2020
LN0007304,2022-11,165000,2.625,360,780+,<=60,29-36,ID,Purchase,Primary,Single Family,ServicerE,2022
LN0007305,2019-02,79000,3.125,360,<620,91-95,37-43,MT,Purchase,Primary,Single Family,ServicerB,2019
LN0007306,2022-03,206000,6.999,360,780+,<=60,37-43,WV,Purchase,Primary,Condo,ServicerC,2022
LN0007307,2018-12,89000,2.25,360,780+,81-90,29-36,NE,Refinance,Primary,Multi-Family,ServicerE,2018
LN0007308,2019-05,109000,8.5,360,660-699,81-90,44-50,VT,Purchase,Primary,Condo,ServicerA,2019
LN0007309,2019-05,199000,4.25,360,,61-70,29-36,MT,Refinance,Primary,PUD,ServicerB,2019
LN0007310,2022-02,113000,2.75,360,<620,81-90,44-50,ID,Purchase,Primary,Co-op,ServicerD,2022
LN0007311,2019-09,61000,3.75,180,780+,81-90,<=28,,Purchase,Primary,Multi-Family,ServicerC,2019
LN0007312,2022-11,331000,2.99,360,700-739,,29-36,ND,Purchase,Primary,Multi-Family,ServicerC,2022
LN0007313,2021-06,440000,2.875,360,660-699,81-90,>50,NM,Purchase,Primary,Co-op,ServicerA,2021
LN0007314,2022-10,98000,3.5,360,660-699,81-90,<=28,,Refinance,Primary,Condo,ServicerE,2022
LN0007315,2022-05,108000,3.125,360,<620,,<=28,NM,Refinance,Primary,Condo,ServicerE,2022
LN0007316,2022-11,171000,3.25,360,780+,<=60,>50,AK,Cash-Out Refinance,Primary,Condo,ServicerE,2022
LN0007317,2021-04,215000,5.875,240,<620,71-80,37-43,ID,Refinance,Primary,Co-op,ServicerB,2021
LN0007318,2019-01,106000,2.99,180,740-779,61-70,44-50,HI,Refinance,Primary,Single Family,ServicerE,2019
LN0007319,2019-04,190000,2.875,360,700-739,81-90,>50,MS,Cash-Out Refinance,Primary,Condo,ServicerA,2019
LN0007320,2018-10,150000,3.5,180,780+,81-90,>50,NE,Purchase,Primary,PUD,ServicerE,2018
LN0007321,2019-03,160000,3.5,120,660-699,71-80,29-36,DE,Purchase,Primary,Multi-Family,ServicerD,2019
LN0007322,2019-08,276000,3.25,360,,<=60,37-43,VT,Purchase,Investment,Condo,ServicerA,2019
LN0007323,2018-06,310000,8.15,360,700-739,91-95,44-50,HI,Refinance,Primary,PUD,ServicerB,2018
LN0007324,2018-01,105000,2.875,360,,71-80,37-43,VT,Purchase,Primary,Condo,ServicerB,2018
LN0007325,2019-09,157000,5.5,180,<620,96-100,44-50,WV,Purchase,Primary,Condo,ServicerC,2019
LN0007326,2021-07,235000,3.99,360,620-659,71-80,37-43,NM,Purchase,Primary,PUD,ServicerA,2021
LN0007327,2021-06,181000,2.99,360,660-699,<=60,44-50,SD,Purchase,Primary,Co-op,ServicerB,2021
LN0007328,2020-09,256000,3.125,360,740-779,71-80,44-50,MT,Other,Primary,Single Family,ServicerD,2020
LN0007329,2018-04,148000,2.875,360,620-659,71-80,44-50,HI,Other,Primary,Single Family,ServicerD,2018
LN0007330,2022-07,116000,2.625,360,700-739,<=60,37-43,RI,Purchase,Primary,Co-op,ServicerC,2022
LN0007331,2021-07,171000,3.625,360,660-699,<=60,>50,ID,Other,Investment,Single Family,ServicerA,2021
LN0007332,2021-06,206000,6.125,360,780+,71-80,37-43,NH,Cash-Out Refinance,Primary,Co-op,ServicerC,2021
LN0007333,2020-09,323000,2.99,360,780+,61-70,37-43,NH,Cash-Out Refinance,Primary,Condo,ServicerB,2020
LN0007334,2020-09,514000,6.875,360,700-739,71-80,37-43,MT,Purchase,Primary,Condo,ServicerC,2020
LN0007335,2018-10,150000,3.25,360,660-699,<=60,<=28,ND,Purchase,Primary,PUD,ServicerB,2018
LN0007336,2019-03,135000,3.5,360,660-699,<=60,29-36,NE,Purchase,Primary,Multi-Family,ServicerD,2019
LN0007337,2020-12,59000,2.875,240,,71-80,<=28,KS,Purchase,Primary,Condo,ServicerC,2020
LN0007338,2019-07,175000,2.25,360,660-699,96-100,37-43,ID,Purchase,Primary,Co-op,ServicerA,2019
LN0007339,2022-08,125000,3.125,360,740-779,91-95,44-50,AK,Purchase,Primary,Multi-Family,ServicerE,2022
LN0007340,2021-12,270000,5.75,360,,96-100,>50,,Cash-Out Refinance,Primary,Co-op,ServicerC,2021
LN0007341,2020-11,61000,2.873,360,780+,81-90,,ID,Purchase,Primary,Multi-Family,ServicerA,2020
LN0007342,2018-09,85000,2.375,360,700-739,91-95,44-50,NE,Refinance,Primary,Co-op,ServicerD,2018
LN0007343,2021-11,138000,2.99,240,740-779,81-90,>50,NH,Purchase,Primary,PUD,ServicerE,2021
LN0007344,2020-03,259000,2.5,360,700-739,91-95,37-43,NH,Cash-Out Refinance,Primary,Co-op,ServicerB,2020
LN0007345,2018-06,106000,5.625,360,700-739,>100,37-43,DE,Purchase,Primary,PUD,ServicerE,2018
LN0007346,2021-11,57000,3.25,360,660-699,96-100,29-36,NH,Purchase,Primary,Multi-Family,ServicerB,2021
LN0007347,2020-12,58000,5.25,180,700-739,<=60,>50,RI,Refinance,Primary,Single Family,ServicerA,2020
LN0007348,2021-04,69000,2.75,360,700-739,96-100,>50,WY,Purchase,Primary,Condo,ServicerE,2021
LN0007349,2022-09,75000,3.75,360,740-779,71-80,37-43,ID,Purchase,Primary,PUD,ServicerD,2022
LN0007350,2019-07,220000,3.25,360,780+,71-80,37-43,ID,Purchase,Primary,Multi-Family,ServicerA,2019
LN0007351,2020-03,232000,3.121,360,660-699,71-80,44-50,WY,Purchase,Primary,Co-op,ServicerB,2020
LN0007352,2018-04,271000,6.25,180,<620,61-70,37-43,NE,Cash-Out Refinance,Primary,Single Family,ServicerA,2018
LN0007353,2021-06,138000,2.5,360,700-739,96-100,29-36,ID,Cash-Out Refinance,Primary,Co-op,ServicerE,2021
LN0007354,2022-04,129000,3.5,360,700-739,61-70,44-50,RI,Purchase,Primary,Single Family,ServicerE,2022
LN0007355,2018-10,91000,5.25,360,620-659,61-70,37-43,WV,Refinance,Primary,Co-op,ServicerC,2018
LN0007356,2020-06,73000,2.625,360,740-779,71-80,<=28,SD,Purchase,Primary,Multi-Family,ServicerD,2020
LN0007357,2018-06,68000,3.375,180,780+,71-80,37-43,VT,Purchase,Primary,Multi-Family,ServicerC,2018
LN0007358,2020-09,86000,5.125,360,780+,,37-43,NH,Cash-Out Refinance,Primary,PUD,ServicerC,2020
LN0007359,2018-10,159000,4.875,360,620-659,81-90,,ID,Other,Primary,Single Family,ServicerC,2018
LN0007360,2020-01,77000,2.99,360,780+,<=60,37-43,VT,Purchase,Primary,Multi-Family,ServicerA,2020
LN0007361,2020-11,169000,3.9,360,740-779,71-80,37-43,VT,Refinance,Primary,Co-op,ServicerB,2020
LN0007362,2021-07,352000,2.875,360,700-739,<=60,37-43,ID,Cash-Out Refinance,Primary,Condo,ServicerE,2021
LN0007363,2018-12,240000,4.0,180,700-739,61-70,37-43,RI,Purchase,Primary,Condo,ServicerB,2018
LN0007364,2020-05,26000,9.99,360,780+,61-70,29-36,RI,Cash-Out Refinance,Investment,Multi-Family,ServicerD,2020
LN0007365,2018-10,68000,3.125,360,700-739,<=60,44-50,SD,Purchase,Primary,Condo,ServicerD,2018
LN0007366,2018-12,138000,5.75,120,660-699,81-90,,NE,Cash-Out Refinance,Primary,Multi-Family,ServicerE,2018
LN0007367,2021-10,207000,3.375,360,700-739,96-100,37-43,HI,Purchase,Primary,Co-op,ServicerA,2021
LN0007368,2021-08,114000,5.125,360,700-739,61-70,44-50,ID,Cash-Out Refinance,Investment,Single Family,ServicerC,2021
LN0007369,2019-08,86000,3.5,360,620-659,71-80,37-43,AK,Refinance,Primary,Co-op,ServicerC,2019
LN0007370,2022-02,177000,3.0,360,780+,96-100,44-50,ID,Refinance,Primary,Co-op,ServicerE,2022
LN0007371,2018-06,59000,2.875,360,740-779,96-100,29-36,ID,Purchase,Primary,Co-op,ServicerB,2018
LN0007372,2018-10,148000,2.75,240,740-779,81-90,37-43,NV,Purchase,Secondary,PUD,ServicerD,2018
LN0007373,2019-12,225000,2.5,180,,<=60,44-50,NM,Cash-Out Refinance,Primary,Single Family,ServicerB,2019
LN0007374,2019-03,146000,2.875,180,740-779,96-100,>50,NE,Refinance,Primary,Multi-Family,ServicerA,2019
LN0007375,2018-07,397000,3.0,360,620-659,<=60,37-43,WV,Refinance,Primary,Condo,ServicerB,2018
LN0007376,2018-01,138000,4.9,360,<620,96-100,29-36,MT,Refinance,Primary,Condo,ServicerB,2018
LN0007377,2021-11,46000,6.75,360,700-739,61-70,37-43,WV,Refinance,Primary,PUD,ServicerC,2021
LN0007378,2018-06,219000,5.0,360,700-739,71-80,37-43,ND,Purchase,Primary,Single Family,ServicerC,2018
LN0007379,2018-09,430000,2.875,360,700-739,<=60,44-50,ID,Purchase,Primary,Single Family,ServicerC,2018
LN0007380,2020-04,127000,2.375,360,620-659,<=60,<=28,NH,Purchase,Primary,Co-op,ServicerC,2020
LN0007381,2022-12,183000,3.375,360,700-739,71-80,,NE,Purchase,Primary,Single Family,ServicerE,2022
LN0007382,2018-06,59000,3.75,240,620-659,<=60,<=28,ID,Purchase,Primary,Co-op,ServicerE,2018
LN0007383,2020-12,100000,3.25,240,780+,61-70,44-50,ND,Purchase,Primary,Multi-Family,ServicerA,2020
LN0007384,2019-10,284000,6.625,360,700-739,71-80,<=28,VT,Other,Investment,Single Family,ServicerB,2019
LN0007385,2020-09,445000,6.5,360,740-779,71-80,44-50,NE,Purchase,Primary,Multi-Family,ServicerC,2020
LN0007386,2018-11,269000,4.625,360,660-699,71-80,37-43,ID,Purchase,Primary,Single Family,ServicerA,2018
LN0007387,2021-07,140000,4.0,360,620-659,71-80,29-36,AK,Cash-Out Refinance,Primary,Multi-Family,ServicerB,2021
LN0007388,2018-02,138000,3.25,360,780+,81-90,37-43,NE,Purchase,Investment,Condo,ServicerE,2018
LN0007389,2019-09,144000,3.25,360,660-699,<=60,37-43,NM,Refinance,Primary,Condo,ServicerE,2019
LN0007390,2019-12,163000,4.625,240,700-739,91-95,37-43,VT,Refinance,Primary,Condo,ServicerD,2019
LN0007391,2020-02,63000,3.25,360,740-779,71-80,<=28,NM,Other,Primary,Multi-Family,ServicerB,2020
LN0007392,2019-08,315000,3.875,360,<620,>100,44-50,ID,Cash-Out Refinance,Investment,Co-op,ServicerA,2019
LN0007393,2018-05,152000,5.125,360,740-779,71-80,,ID,Purchase,Primary,Single Family,ServicerB,2018
LN0007394,2022-04,122000,3.75,360,700-739,96-100,44-50,AK,Purchase,Primary,Co-op,ServicerB,2022
LN0007395,2022-07,209000,5.75,360,660-699,96-100,44-50,NH,Purchase,Primary,Condo,ServicerC,2022
LN0007396,2019-11,187000,2.875,240,<620,>100,44-50,AK,Purchase,Investment,Co-op,ServicerB,2019
LN0007397,2018-05,182000,3.25,360,620-659,,37-43,ID,Purchase,Primary,Condo,ServicerB,2018
LN0007398,2020-09,272000,5.25,360,780+,71-80,<=28,RI,Refinance,Primary,Condo,ServicerA,2020
LN0007399,2020-02,61000,2.875,180,740-779,61-70,37-43,ND,Refinance,Primary,Single Family,ServicerC,2020
LN0007400,2020-08,348000,3.25,360,660-699,91-95,37-43,NH,Refinance,Primary,Condo,ServicerA,2020
LN0007401,2022-12,145000,2.375,360,<620,81-90,37-43,RI,Other,Primary,PUD,ServicerC,2022
LN0007402,2018-10,71000,3.75,360,740-779,96-100,37-43,AK,Purchase,Primary,Single Family,ServicerB,2018
LN0007403,2021-02,416000,2.625,360,700-739,71-80,>50,KS,Refinance,Primary,Multi-Family,ServicerE,2021
LN0007404,2018-02,280000,3.0,180,700-739,<=60,<=28,RI,Other,Primary,Co-op,ServicerA,2018
LN0007405,2019-12,123000,2.625,180,660-699,71-80,,NE,Refinance,Primary,Single Family,ServicerE,2019
LN0007406,2018-03,69000,2.99,240,660-699,<=60,44-50,MS,Refinance,Primary,Co-op,ServicerE,2018
LN0007407,2020-10,52000,7.125,360,740-779,71-80,44-50,RI,Refinance,Primary,Single Family,ServicerA,2020
LN0007408,2018-03,105000,2.375,360,780+,<=60,37-43,,Purchase,Primary,Multi-Family,ServicerE,2018
LN0007409,2018-04,66000,4.875,180,620-659,<=60,29-36,WY,Purchase,Primary,Multi-Family,ServicerC,2018
LN0007410,2020-08,227000,4.25,360,700-739,91-95,44-50,RI,Refinance,Primary,Multi-Family,ServicerB,2020
LN0007411,2018-12,81000,2.25,180,700-739,61-70,37-43,HI,Purchase,Primary,Single Family,ServicerC,2018
LN0007412,2019-05,89000,4.0,360,700-739,71-80,29-36,NV,Other,Primary,Single Family,ServicerA,2019
LN0007413,2019-12,268000,4.375,360,660-699,81-90,44-50,NE,Purchase,Primary,Single Family,ServicerD,2019
LN0007414,2019-05,86000,2.999,120,780+,71-80,37-43,SD,Purchase,Primary,Co-op,ServicerE,2019
LN0007415,2018-07,281000,3.0,240,700-739,<=60,29-36,ID,Refinance,Primary,Multi-Family,ServicerA,2018
LN0007416,2020-03,324000,3.125,240,700-739,,44-50,NE,Purchase,Primary,Condo,ServicerA,2020
LN0007417,2020-03,165000,2.875,360,660-699,71-80,44-50,NE,Refinance,Primary,Single Family,ServicerC,2020
LN0007418,2022-06,205000,2.75,360,620-659,71-80,29-36,VT,Purchase,Primary,PUD,ServicerD,2022
LN0007419,2021-04,304000,3.875,240,620-659,61-70,44-50,NM,Purchase,Primary,Single Family,ServicerD,2021
LN0007420,2019-05,91000,6.0,360,740-779,71-80,<=28,MT,Purchase,Primary,Single Family,ServicerE,2019
LN0007421,2019-03,234000,3.5,360,620-659,<=60,>50,NE,Cash-Out Refinance,Primary,PUD,ServicerC,2019
LN0007422,2020-05,364000,7.5,360,740-779,91-95,44-50,NH,Refinance,Primary,PUD,ServicerC,2020
LN0007423,2021-05,157000,3.5,360,700-739,<=60,37-43,MT,Purchase,Primary,Single Family,ServicerB,2021
LN0007424,2018-08,205000,3.0,360,700-739,91-95,<=28,NE,Refinance,Primary,Multi-Family,ServicerB,2018
LN0007425,2020-10,192000,4.625,180,700-739,<=60,,WY,Purchase,Primary,PUD,ServicerE,2020
LN0007426,2020-06,308000,7.25,360,,61-70,37-43,RI,Refinance,Primary,Condo,ServicerA,2020
LN0007427,2022-08,199000,6.375,360,620-659,<=60,<=28,MS,Refinance,Primary,Co-op,ServicerE,2022
LN0007428,2019-01,61000,2.875,360,,71-80,44-50,KS,Cash-Out Refinance,Primary,PUD,ServicerE,2019
LN0007429,2022-07,331000,3.125,360,740-779,>100,,NE,Purchase,Primary,Single Family,ServicerB,2022
LN0007430,2019-09,71000,3.99,360,740-779,71-80,44-50,NE,Refinance,Primary,Co-op,ServicerA,2019
LN0007431,2022-04,114000,2.625,360,660-699,81-90,37-43,HI,Refinance,Primary,Multi-Family,ServicerE,2022
LN0007432,2021-06,36000,3.0,360,700-739,61-70,44-50,SD,Refinance,Primary,PUD,ServicerC,2021
LN0007433,2020-04,69000,6.375,360,620-659,71-80,37-43,ID,Purchase,Primary,Single Family,ServicerE,2020
LN0007434,2020-12,148000,8.0,180,660-699,91-95,37-43,SD,Cash-Out Refinance,Primary,Single Family,ServicerA,2020
LN0007435,2022-09,96000,6.834,360,<620,<=60,44-50,AK,Refinance,Primary,PUD,ServicerD,2022
LN0007436,2020-02,167000,3.5,360,780+,71-80,37-43,ID,Purchase,Primary,Multi-Family,ServicerD,2020
LN0007437,2022-04,354000,5.75,120,660-699,96-100,29-36,NE,Cash-Out Refinance,Primary,Condo,ServicerD,2022
LN0007438,2020-04,228000,3.75,180,660-699,71-80,37-43,SD,Purchase,Primary,PUD,ServicerB,2020
LN0007439,2021-05,196000,3.25,180,660-699,81-90,44-50,ID,Purchase,Primary,Single Family,ServicerC,2021
LN0007440,2018-02,293000,7.74,360,620-659,91-95,29-36,NH,Purchase,Primary,Condo,ServicerE,2018
LN0007441,2022-11,86000,3.375,180,740-779,96-100,37-43,NE,Purchase,Primary,PUD,ServicerC,2022
LN0007442,2019-08,155000,2.75,360,<620,61-70,37-43,ID,Purchase,Primary,Multi-Family,ServicerD,2019
LN0007443,2019-08,194000,3.5,360,620-659,96-100,44-50,VT,Purchase,Secondary,Condo,ServicerC,2019
LN0007444,2022-06,84000,2.875,360,740-779,61-70,29-36,NE,Refinance,Primary,Condo,ServicerB,2022
LN0007445,2020-10,65000,4.375,360,660-699,>100,37-43,KS,Other,Primary,Condo,ServicerE,2020
LN0007446,2021-11,95000,3.05,360,740-779,<=60,37-43,NH,Purchase,Investment,PUD,ServicerA,2021
LN0007447,2022-01,105000,2.25,360,700-739,<=60,29-36,AK,Purchase,Primary,PUD,ServicerB,2022
LN0007448,2020-12,242000,3.0,360,660-699,71-80,<=28,NV,Other,Primary,Single Family,ServicerD,2020
LN0007449,2018-11,88000,6.25,240,740-779,,44-50,NH,Refinance,Primary,Condo,ServicerE,2018
LN0007450,2020-01,109000,6.874,240,620-659,<=60,<=28,KS,Purchase,Primary,Co-op,ServicerD,2020
LN0007451,2019-07,141000,8.99,360,700-739,96-100,29-36,ID,Refinance,Primary,Single Family,ServicerA,2019
LN0007452,2021-06,286000,2.875,360,700-739,<=60,37-43,WY,Cash-Out Refinance,Primary,Multi-Family,ServicerE,2021
LN0007453,2020-11,260000,4.5,360,660-699,61-70,29-36,NH,Purchase,Primary,Multi-Family,ServicerD,2020
LN0007454,2018-03,525000,2.65,360,740-779,81-90,44-50,DE,Other,Primary,Multi-Family,ServicerE,2018
LN0007455,2020-05,68000,2.875,360,780+,71-80,44-50,AK,Refinance,Primary,Co-op,ServicerA,2020
LN0007456,2019-08,202000,9.99,360,780+,71-80,37-43,MT,Cash-Out Refinance,Primary,PUD,ServicerB,2019
